Target,Option1,Option2,corr_similar,corr_opposite,task_type,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Target_ns,Option1_ns,Option2_ns,corr_similar_ns,corr_opposite_ns,task_type_ns,corr_resp_ns,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp_3.started,Instruction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trial.started,Fixation.started,textbox.started,key_resp.started,text_2.started,Target_word.started,opt1_text.started,Opt2_text.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,break_2.started,text_5.started,key_resp_4.started,text_5.stopped,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial_2.started,Fixation1.started,text_4.started,textbox_2.started,Target_.started,Option01.started,Option02.started,key_resp_2.started,Fixation1.stopped,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,Thankyou.started,textbox_3.started,textbox_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,35,35,0,,,,,Honest,Sincere,Deceitful,Sincere,Deceitful,opposite,Deceitful,right,0,5.563866300042719,None,,,,,0,35,35,3,511.1786427999614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.1762900999747,511.1786427999614,512.1638392000459,512.1638392000459,512.1638392000459,512.1638392000459,512.1638392000459,512.1638392000459,512.1788429999724,517.7346033999929,right,0,5.563866300042719,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,36,36,0,,,,,Kind,Benevolent,Cruel,Benevolent,Cruel,similar,Benevolent,left,0,5.121749600046314,None,,,,,0,36,36,19,517.7474455999909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.7449663999723,517.7474455999909,518.7270355999935,518.7270355999935,518.7270355999935,518.7270355999935,518.7270355999935,518.7270355999935,518.7506401999854,523.8572841000278,left,0,5.121749600046314,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,37,37,0,,,,,Polite,Courteous,Rude,Courteous,Rude,similar,Courteous,left,0,2.9922071000328287,None,,,,,0,37,37,33,523.8670330999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.8645435000071,523.8670330999885,524.8571607000194,524.8571607000194,524.8571607000194,524.8571607000194,524.8571607000194,524.8571607000194,524.8653284999309,527.8513126999605,left,0,2.9922071000328287,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,38,38,0,,,,,Dangerous,Hazardous,Safe,Hazardous,Safe,opposite,Safe,right,0,3.338619799935259,None,,,,,0,38,38,35,527.8640244000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.8598132999614,527.8640244000126,528.8480837999377,528.8480837999377,528.8480837999377,528.8480837999377,528.8480837999377,528.8480837999377,528.856520100031,532.1929120999994,right,0,3.338619799935259,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,39,39,0,,,,,Strong,Robust,Fragile,Robust,Fragile,opposite,Fragile,left,0,5.776756000006571,None,,,,,0,39,39,18,532.2021534999367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.1998449999373,532.2021534999367,533.1924735000357,533.1924735000357,533.1924735000357,533.1924735000357,533.1924735000357,533.1924735000357,533.199682299979,538.9725072999718,left,0,5.776756000006571,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,40,40,0,,,,,Heavy,Burdensome,Light,Burdensome,Light,opposite,Light,right,0,2.2472814000211656,None,,,,,0,40,40,36,538.9817819000455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.9792379999999,538.9817819000455,539.978649299941,539.978649299941,539.978649299941,539.978649299941,539.978649299941,539.978649299941,539.9871545999777,542.2338388999924,right,0,2.2472814000211656,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,41,41,0,,,,,Trust,Believe,Distrust,Believe,Distrust,similar,Believe,left,0,6.102217399980873,None,,,,,0,41,41,47,542.2478622000199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.2454355999362,542.2478622000199,543.2326075000456,543.2326075000456,543.2326075000456,543.2326075000456,543.2326075000456,543.2326075000456,543.2400552999461,549.3375501999399,left,0,6.102217399980873,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,42,42,0,,,,,Curious,Inquisitive,Indifferent,Inquisitive,Indifferent,similar,Inquisitive,left,0,5.025491000036709,None,,,,,0,42,42,49,549.3522188999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.3476125999587,549.3522188999923,550.3375283000059,550.3375283000059,550.3375283000059,550.3375283000059,550.3375283000059,550.3375283000059,550.3444406000199,555.3690899999347,left,0,5.025491000036709,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,43,43,0,,,,,Sweet,Sugary,Bitter,Sugary,Bitter,opposite,Bitter,right,0,7.405334500013851,None,,,,,0,43,43,31,555.3843843999784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.3818244000431,555.3843843999784,556.368655600003,556.368655600003,556.368655600003,556.368655600003,556.368655600003,556.368655600003,556.3748520000372,563.7794413999654,right,0,7.405334500013851,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,44,44,0,,,,,Soft,Supple,Hard,Supple,Hard,opposite,Hard,right,0,3.4268848000792786,None,,,,,0,44,44,25,563.7919382000109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.789418600034,563.7919382000109,564.7768317000009,564.7768317000009,564.7768317000009,564.7768317000009,564.7768317000009,564.7768317000009,564.7840081999311,568.2063893999439,right,0,3.4268848000792786,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,45,45,0,,,,,Bright,Luminous,Dim,Luminous,Dim,opposite,Dim,right,0,5.5767906999681145,None,,,,,0,45,45,1,568.2191006999929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.2155324999476,568.2191006999929,569.2037643999793,569.2037643999793,569.2037643999793,569.2037643999793,569.2037643999793,569.2037643999793,569.2120210999856,574.7833962000441,right,0,5.5767906999681145,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,46,46,0,,,,,Rich,Affluent,Poor,Affluent,Poor,opposite,Poor,right,0,2.732238399912603,None,,,,,0,46,46,24,574.7919997000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.788876799983,574.7919997000135,575.7748507999349,575.7748507999349,575.7748507999349,575.7748507999349,575.7748507999349,575.7748507999349,575.7824445000151,578.5163877999876,right,0,2.732238399912603,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,47,47,0,,,,,Clean,Immaculate,Dirty,Immaculate,Dirty,opposite,Dirty,right,0,1.6026497000129893,None,,,,,0,47,47,21,578.528380200034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.5257893999806,578.528380200034,579.5100452000042,579.5100452000042,579.5100452000042,579.5100452000042,579.5100452000042,579.5100452000042,579.5259559999686,581.1152224999387,right,0,1.6026497000129893,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,48,48,0,,,,,Rough,Abrasive,Smooth,Abrasive,Smooth,opposite,Smooth,right,0,3.6080645999172702,None,,,,,0,48,48,40,581.1285906999838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.1254345999332,581.1285906999838,582.1150316999992,582.1150316999992,582.1150316999992,582.1150316999992,582.1150316999992,582.1150316999992,582.1294065000257,585.7322205000091,right,0,3.6080645999172702,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,49,49,0,,,,,Weak,Feeble,Strong,Feeble,Strong,opposite,Strong,right,0,2.075800699996762,None,,,,,0,49,49,20,585.7457063000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.7432238999754,585.7457063000184,586.7348034000024,586.7348034000024,586.7348034000024,586.7348034000024,586.7348034000024,586.7348034000024,586.7455300999573,588.8179626000347,right,0,2.075800699996762,None,,,,,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.8191823000088,588.8252120999387,589.8238203999354,589.8164763000095,477652,001,2025-11-24_16h26.40.006,Solo Project,,2025.1.1,123.80006777867521,2025-11-24 16h26.41.874098 +0530,
