Target,Option1,Option2,corr_similar,corr_opposite,task_type,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Target_ns,Option1_ns,Option2_ns,corr_similar_ns,corr_opposite_ns,task_type_ns,corr_resp_ns,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp_3.started,Instruction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trial.started,Fixation.started,textbox.started,key_resp.started,text_2.started,Target_word.started,opt1_text.started,Opt2_text.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,break_2.started,text_5.started,key_resp_4.started,text_5.stopped,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial_2.started,Fixation1.started,text_4.started,textbox_2.started,Target_.started,Option01.started,Option02.started,key_resp_2.started,Fixation1.stopped,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,Thankyou.started,textbox_3.started,textbox_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,36,36,0,,,,,Wide,Expansive,Narrow,Expansive,Narrow,similar,Expansive,left,0,2.6130063999444246,None,,,,,0,36,36,27,498.01470900001004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.01261590002105,498.01470900001004,499.00093460001517,499.00093460001517,499.00093460001517,499.00093460001517,499.00093460001517,499.00093460001517,499.007258299971,501.6164421000285,left,0,2.6130063999444246,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,37,37,0,,,,,Angry,Irate,Calm,Irate,Calm,opposite,Calm,right,0,2.5509077000897378,None,,,,,0,37,37,0,501.6311860999558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.6287395999534,501.6311860999558,502.6167955000419,502.6167955000419,502.6167955000419,502.6167955000419,502.6167955000419,502.6167955000419,502.62262629996985,505.1769144999562,right,0,2.5509077000897378,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,38,38,0,,,,,Cold,Frigid,Hot,Frigid,Hot,similar,Frigid,left,0,2.110633600037545,None,,,,,0,38,38,17,505.19066379999276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.1884640000062,505.19066379999276,506.1786963000195,506.1786963000195,506.1786963000195,506.1786963000195,506.1786963000195,506.1786963000195,506.1842547999695,508.2963528999826,left,0,2.110633600037545,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,39,39,0,,,,,Rough,Abrasive,Smooth,Abrasive,Smooth,opposite,Smooth,right,0,2.9446707000024617,None,,,,,0,39,39,40,508.30922799999826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.30726659996435,508.30922799999826,509.2970873999875,509.2970873999875,509.2970873999875,509.2970873999875,509.2970873999875,509.2970873999875,509.30271199997514,512.247485299944,right,0,2.9446707000024617,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,40,40,0,,,,,Rich,Affluent,Poor,Affluent,Poor,opposite,Poor,right,0,1.3881042000139132,None,,,,,0,40,40,24,512.2596745999763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.257337099989,512.2596745999763,513.2478431999916,513.2478431999916,513.2478431999916,513.2478431999916,513.2478431999916,513.2478431999916,513.2540127000539,514.6435667000478,right,0,1.3881042000139132,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,41,41,0,,,,,Large,Massive,Tiny,Massive,Tiny,similar,Massive,left,0,2.5477514000376686,None,,,,,0,41,41,11,514.660409300006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.6578797999537,514.660409300006,515.6445734000299,515.6445734000299,515.6445734000299,515.6445734000299,515.6445734000299,515.6445734000299,515.6507309000008,518.195526800002,left,0,2.5477514000376686,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,42,42,0,,,,,Joy,Delight,Misery,Delight,Misery,similar,Delight,left,0,3.409678000025451,None,,,,,0,42,42,45,518.2087416000431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.2061747000553,518.2087416000431,519.1961260000244,519.1961260000244,519.1961260000244,519.1961260000244,519.1961260000244,519.1961260000244,519.2022093000123,522.6125986999832,left,0,3.409678000025451,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,43,43,0,,,,,Predict,Foresee,Overlook,Foresee,Overlook,opposite,Overlook,right,0,4.504708799999207,None,,,,,0,43,43,48,522.626993700047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.6253350999905,522.626993700047,523.6124558999436,523.6124558999436,523.6124558999436,523.6124558999436,523.6124558999436,523.6124558999436,523.6186733000213,528.1193309000228,right,0,4.504708799999207,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,44,44,0,,,,,Happy,Elated,Miserable,Elated,Miserable,similar,Elated,left,0,5.229746599914506,None,,,,,0,44,44,9,528.1377418000484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.1344472999917,528.1377418000484,529.1204991999548,529.1204991999548,529.1204991999548,529.1204991999548,529.1204991999548,529.1204991999548,529.1265540999593,534.3583667000057,left,0,5.229746599914506,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,45,45,0,,,,,Hard,Arduous,Soft,Arduous,Soft,opposite,Soft,right,0,2.0807469999417663,None,,,,,0,45,45,5,534.3734460000414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.3713529000524,534.3734460000414,535.3593257999746,535.3593257999746,535.3593257999746,535.3593257999746,535.3593257999746,535.3593257999746,535.3652747999877,537.4445336000063,right,0,2.0807469999417663,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,46,46,0,,,,,Tall,Towering,Short,Towering,Short,similar,Towering,left,0,2.0373525000177324,None,,,,,0,46,46,42,537.4611174999736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.4584609000012,537.4611174999736,538.4450303999474,538.4450303999474,538.4450303999474,538.4450303999474,538.4450303999474,538.4450303999474,538.450509199989,540.4894052000018,left,0,2.0373525000177324,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,47,47,0,,,,,Silent,Muted,Noisy,Muted,Noisy,similar,Muted,left,0,3.036022700020112,None,,,,,0,47,47,14,540.5022995000472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.5001225000015,540.5022995000472,541.489913300029,541.489913300029,541.489913300029,541.489913300029,541.489913300029,541.489913300029,541.4957271999447,544.5319336999673,left,0,3.036022700020112,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,48,48,0,,,,,Calm,Serene,Agitated,Serene,Agitated,opposite,Agitated,right,0,2.8311635999707505,None,,,,,0,48,48,4,544.547989099985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.5456530000083,544.547989099985,545.5330815999769,545.5330815999769,545.5330815999769,545.5330815999769,545.5330815999769,545.5330815999769,545.5389014000539,548.3667256999761,right,0,2.8311635999707505,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,49,49,0,,,,,Tired,Weary,Energetic,Weary,Energetic,opposite,Energetic,right,0,4.954823000007309,None,,,,,0,49,49,16,548.379544400028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.3770804000087,548.379544400028,549.3673581000185,549.3673581000185,549.3673581000185,549.3673581000185,549.3673581000185,549.3673581000185,549.3730020000366,554.3310510000447,right,0,4.954823000007309,None,,,,,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.3328096000478,554.3392510999693,555.3376685000258,555.3294817999704,P4,001,2025-11-24_16h58.26.605,Solo Project,,2025.1.1,120.38127166395898,2025-11-24 16h58.34.280851 +0530,
